id,eventname,location,organization,date,event_details
16702,Meter Party,Woods Bar Bruckmühl,,31.03.2023, Hoch die Hände Wochenende! Aber…. …Monatsende? Kohle leer? – Meter her! Bei uns gibt es heute 1. Meter Bier für gnadenlose 18 Euro Und einen Meter Longdrinks für unwiderstehliche 45 Euro  Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 31.03.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16911,Aperoli Night,Großhelfendorf,,31.03.2023, 
16910,Wachhüttn Großhelfendorf,Großhelfendorf,,30.03.2023, 
16909,Wachhüttn Großhelfendorf,Großhelfendorf,,30.03.2023, 
16836,Starkbierfest Stierberg,Stierberg,Burschenverein Stierberg,25.03.2023," Liebes Partyvolk aus Nah und Fern, werte Nachbarn, Verfechter der bayerischen Kultur und jeder Andere, es tut sich wieder was beim BV Stierberg. Wir dürfen einladen zum Starkbierfest der Stierberger Burschen mit der Party Band Ä-HAX.🎶 Für Verpflegung ist reichlich gesorgt und später an der Bar geht es bis in die frühen Morgenstunden rund. Los geht’s am 25.03.2023 um 18:30 Uhr. Einlass ab 16 Jahren mit Aufsichtszettel."
16835,DIE GROßE MALLE PARTY,Tonwerk Dorfen,,25.03.2023,
16701,Doppeldecker Party,Woods Bar Bruckmühl,,25.03.2023, DoppelDecker – DoppeltLecker! Was sollen wir noch groß dazu sagen? Das Angebot euern Lieblings Longdrink nicht nur einmal sondern zweimal zu bekommen gilt nur bis 23 Uhr! Auch heute Abend gilt- frühes da sein lohnt sich! Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 25.03.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16594,Starkbierfest Halfing,Heinrich-Beslmeisl-Halle,Kath. Burschenverein Halfing,25.03.2023, 
16882,Maßenparty,Hallbergmoos/Goldsch,,25.03.2023, 
16645,Ü30 im Eiskeller,Eiskeller Aschau,,24.03.2023," Eiskeller Aschau presents:  Ü30 x Eiskeller x DJ Whity Whiteman  Nach vermehrter Nachfrage starten wir erstmalig mit unserer Ü30 Reihe in Kooperation mit dem Brauhaus Hohenaschau 🍻 Unsere musikalische Zeitreise mit den besten Hits der vergangenen Jahrzehnte bis hin zu aktuellen Chartbreakern lässt keine Musikwünsche offen & ermöglicht ein feiern wie früher 💃🕺🏾  Freitag, 24.03.2023 21:00 Uhr Einlass ab 30 Jahren  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club  #eiskellerclub #chiemgaudisco"
16700,SuperFreitag,Woods Bar Bruckmühl,,24.03.2023," Geh nicht fort – sauf im Ort!​ Das ist das Motto des heutigen Abends und wir können uns gut vorstellen, dass wir damit bei euch ganz ins Schwarze getroffen haben! Ihr fragt euch sicher was diesen Abend so besonders macht! Wir wollen, dass ihr euch richtig wohlfühlt bei uns und jeder auf seine kosten kommt! Wir verlosen also ein Boot eurer Wahl an eine 5er Gruppe die ihren Teamnamen bei den Bardamen abgibt! Zudem kosten heute alle XXL Longdrinks nur 12 Euro Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 24.03.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16695,Apres Ski – Schlagerparty,Rosenheim,Auer Bräu Festhalle,23.03.2023, 
16662,Starkbierfest Marienberg,Lohen bei Schechen,BV Marienberg,18.03.2023, 
16709,2 Tage Wach,Ebersberg,2 Tage Wach,18.03.2023," 2 TAGE WACH Ebersberg! Das Party-Wochenende des Jahres geht in die nächste Runde – mit Top-DJs an BEIDEN TAGEN! Holt die Tanzschuhe raus 👟💃, seid mit dabei und erlebt ein Event der Extraklasse 🏆: __________________________________________________________ 18.03.22 Samstag: 📼📼📼📼📼📼 !!!BACK TO THE 90ies!!! Die fette 90er Party mit DJ MIKESH 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 __________________________________________________________ Viele Specials erwarten euch: ➤ Knicklichter for free ➤ Desperados-Area ➤ Cuba-Bar ➤ Täglich wechselnde Getränkespecials ➤ In- & Outdoor ➤ Garderobe _________________________________________________________ Eintritt ab 16 Jahren ***Ausweiskontrolle*** __________________________________________________________ Einlass jeweils ab 21 Uhr 🕘 __________________________________________________________ 2 TAGE WACH – So hat Ebersberg noch nie gefeiert!"
16460,Winterendspurtparty,Rott a. Inn,JU Rosenheim-Land,18.03.2023, Die legendäre Party im historischen Sommerkeller in Rott. Feiert gemeinsam mit DJ Ziage und uns in dieser einmaligen Location. Parken bitte im Ortskern!
16704,BEACHPARTY,Eiskeller Aschau,,18.03.2023, ALOHA – IT'S A BEACHPARTY   Kurz vor Beginn der Sommerzeit verabschieden wir vorzeitig den kalten Winter und verwandeln das Eiskellergewölbe in ein tropisches Sommerparadies mit allem das dazu gehört. 🌴🏄  BEACH BAR SPECIALS: 🍹Limoncello Spritz 🍹Campari Spritz 🍹Negroni  SUMMER VIBES BY: Raoul Tosa Luis Buchmann  18.03.2023 22 Uhr  Also tanzt bis die Wolken wieder Lila sind & stimmt euch mit uns auf den Sommer 2023 ein. 🌄  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club  #itsabeachparty #eiskellerclub #chiemgaudisco
16699,Aperol Night,Woods Bar Bruckmühl,,18.03.2023, Holy Aperoli – unser Team liebt dieses Getränk und ihr hoffentlich auch! Kommt vorbei uns lasst euch von einem Gertänk verzaubern was seinen Preis allemal wert ist! Damit jeder dieses zauberhafte Getränk einmal selbst Kosten kann zum Special Preis von 5 Euro! Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 18.03.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16831,Winterschuiparty,Miesbach,LWS Holzkirchen,18.03.2023, 
16698,80s Party,Woods Bar Bruckmühl,,17.03.2023, Lasst uns gemeinsam die Zeitmaschiene anwerfen in eine absolut geniale Zeit. Denn wir sind bereit für die Hits der 80´ger! „I can feel it coming in the air tonight“ sagt sogar Phil Collins. Und auch wir können nicht genug bekommen. Deswegen „Let´s dance“ – nehmt die Hände in die Luft und feiert bis in die Morgenstunden. Aufgepasst – Ohrwurmgarantie Das heutige Special: FUTSCHI – RÜSCHERL – DOPSI – OSCHI – HUSTENSAFT – HÜTCHEN … und unzählige andere. Der Mix-Klassiker Asbach Cola hat mehr Namen als jede andere Longdrink-Mixrezeptur. Darum gibt’s heute Rüscherl XXL (Asbach Cola) für 12 Euro – all night long Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 17.03.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16708,2 Tage Wach,Ebersberg,2 Tage Wach,17.03.2023," 2 TAGE WACH Ebersberg! Das Party-Wochenende des Jahres geht in die nächste Runde – mit Top-DJs an BEIDEN TAGEN! Holt die Tanzschuhe raus 👟💃, seid mit dabei und erlebt ein Event der Extraklasse 🏆: __________________________________________________________ 17.03.23 Freitag: ▁ ▂ ▃ ▄ ▅ ▆ █ 100 % MEGA PARTY mit bestem House-, Club- und Party-Sound mit DJ FANDIC 💣💥📣💥📣💥📣💥📣💣💥📣💥📣💥📣💥📣💣 Lasershow und viele Specials!!! __________________________________________________________ Viele Specials erwarten euch: ➤ Knicklichter for free ➤ Desperados-Area ➤ Cuba-Bar ➤ Täglich wechselnde Getränkespecials ➤ In- & Outdoor ➤ Garderobe _________________________________________________________ Eintritt ab 16 Jahren ***Ausweiskontrolle*** __________________________________________________________ Einlass jeweils ab 21 Uhr 🕘 __________________________________________________________ 2 TAGE WACH – So hat Ebersberg noch nie gefeiert!"
16830,NACHTSCHICHT IM HEIZWERK,Dorfen,,17.03.2023," NACHTSCHICHT IM HEIZWERK: Es wird getanzt – die ganze Nacht! 💥⛓🖤 Früher wurden Nachtschichten im Heizwerk geschoben – heute wird Die Nachtschicht im Heizwerk gefeiert. Was bleibt gleich? Die Hitze, der Schweiß, die Lautstärke. Zieh’s durch und feier mit uns. +++ SPECIAL: Despo-Eimer – 6x für 22€ +++  ■ FACTS x FR. 17.02.23 | 22 Uhr x DANCE + MASHUP + EDM + HOUSE x Einlass ab 16! (mit Aufsichtszettel!)  ■ U18-INFOS x Erst-Eintritt U18 nur bis 1 Uhr möglich (Feiern bis Open End) x Einlass nur mit volljähriger Aufsicht (2:1 Regelung!) x Aufsichtsformular 2 x mitbringen (1x für Veranstalter | 1x für dich) x Nur das Tonwerk-Formular wird akzeptiert! x Formular auf www.tonwerk-dorfen.de/muttizettel  ■ LINE UP x DJ BRAVE  ■ TICKETS x VVK auf tonwerk-dorfen.de x Abendkasse ab 22 Uhr  ■ RESERVIEREN x Lounge für deine Feiercrew & dich? x Hier geht's lang: heizwerk-tonwerk.de  ■ LOCATION x verlassene Ziegelfabrik x Tonwerk Dorfen (Orlfing 1, 84405 Dorfen) x nur 30 Minuten von München (Bahn | A94)"
16690,Kesselfleischessen,Straußdorf (Grafing b.München),,13.03.2023," Es ist wieder so weit, das traditionelle und regional sehr beliebte Kesselfleischessen in der Tafernwirtschaft Aschauer findet wieder statt. Die Metzgerei Kammerloher aus Grafing liefert die Ware!"
16705,LADYS NIGHT,Eiskeller Aschau,Eiskeller Aschau,11.03.2023, 
16540,Beach-Party Walpertskirchen,Walpertskirchen,,11.03.2023, -Der Bär steppt wieder-  Beach-Party am 10. & 11. März.  Weitere Infos auf: https://fb.me/e/20wRgLJsI
16650,Ü30 Party,Opus Nightlife Bruckmühl,www.ueber30.com,11.03.2023," Ü30 Opus Nightlife Bruckmühl am Samstag 11.03.2023 … feiern wie früher bei der großen Ü30 Party im Mangfalltal  Wir sind zurück … und am Samstag 11.03.2023 wird wieder gefeiert bis zum Morgen.  DJ Tommy Serano versogt Euch mit dem Besten aus 40 Jahren Musikgeschichte gemischt mit einer ordentlichen Portion Rock, Pop und natürlich aktueller Hits!  Wir starten um 21 Uhr."
16697,Mallorca Party,Woods Bar Bruckmühl,,11.03.2023," Endlich ist es wieder so weit – Bierkönig Sepp E. hat seine Spendierhosen ausgepackt und läd uns zu 50 Liter Freibier ein!! Also nehmt die Beine in die Hand und seit zeitig da, denn bekanntlich reichen 50 Liter Freibier in Bayern nicht lange! Seid dabei, wenn es wieder heißt: Bier gewinnt! Natürlich schenken wir auch alle Longdrinks heute nicht nur in Massen sondern auch in Maßen aus! Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 11.03.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16602,Rock & Rüscherl Party,Albaching,Wirtshaus Kalteneck,11.03.2023, Ab 21 Uhr
16696,Rock Night,Woods Bar Bruckmühl,,10.03.2023, We´re gonna rock around the clock tonight! Es ist so weit die lang ersehnte Rock Themed Party kommt ins Woods. Im „Summer of 69“ Fieber starten wir Richtung „Highway to Hell“. Deswegen – „Welcome tot he Jungle“ und vergesst nicht „the Show must go on“! Denn im Woods erklingen heute die „Hells Bells“ für euch! „Don´t stop me now“ denn wir sehen uns auf einen tollen rockigen Abend im Woods. Die heutigen Spezials sind: Wisky Cola XXL 12 Euro BSE XXL 12 Euro Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 10.03.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16539,Beach-Party Walpertskirchen,Walpertskirchen,,10.03.2023, -Der Bär steppt wieder-  Beach-Party am 10. & 11. März.  Weitere Infos auf: https://fb.me/e/20wRgLJsI
16663,Caribbean Feeling,Hohenlinden,SAS Veranstaltungen,04.03.2023, Caribbean Feeling in Hohenlinden – Pflichttermin! 🥳 🎵 Feinster Sound von DJ S.M. ⛺️ Großes Festzelt! ⛺️ Großer Außenbereich! 🎟️ Einlass ab 16 Jahren 🍷 WINZZ Weinschorle 🍽 Essensstanderl ☀️ Summer Feeling im Winter 
16644,2000er Party,Eiskeller Aschau,,04.03.2023," Eiskeller Aschau presents:  Studio 2000 x Die 2000er im Eiskeller ©️  Kannst du nicht mal was von David Guetta machen? Können wir! Diesen Samstag gibt es alles, aber wirklich alles das Spaß macht! Egal ob Usher, LMFA0, Black Eyed Peas oder David. Hauptsache 2000 🖤  04.03.2023 22:00 Uhr  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club  #2000er #eiskellerclub #chiemgaudisco"
16694,Fastenpredigt,Feldkirchen-Westerham,BV Feldkirchen-Westerham,04.03.2023," Am 2. Tag unseres Festwochenendes findet in der Stockschützenhalle die Fastenpredigt mit Kesselfleischessen statt. Zudem warten noch weitere Schmankerl auf euch! Einlass ist um 19:00 Uhr und für die musikalische Umrahmung sorgt die Hearoana Musi. Als Höhepunkt hält unser Bruder Manemax wieder seine Fastenpredigt, in der er auf politische und regionale Themen eingeht. Vor allem in Hinsicht auf die Bürgermeisterwahl sicherlich eine spannende Sache. Anschließend kann der Abend an unserer Bar gemütlich mit einer großen Auswahl an Bargetränken ausklingen! Auf euer Kommen freut sich der Burschenverein Feldkirchen-Westerham."
16681,2010er Party,Woods Bar Bruckmühl,,04.03.2023," Herzlich Willkommen zu unserer ersten 2010´ner Party im Woods!  Heute Abend laden wir euch ein gemeinsam mit David Guetta und Kid Cudi neue Memories zu erschaffen. Seid dabei, wenn Rihanna die Ladys dazu motiviert eurer Only Girl zu sein und Flo Rida uns alle zu the Club can´t Handle Me tanzen lässt. Seid wie Eminem Not Afriad, denn unser Barpersonal hat einige Specials für euch vorbereitet: Desperados für 3,00€  ‼️ Checkliste ‼️ ✅ 04.03.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16678,Aschauer Skiroas,Skigebiet Kampenwand & Eiskell,WSV ASCHAU,04.03.2023," Skigaudi von Hütte zu Hütte auf der Kampenwand, mit Fackelabfahrt (bei entsprechender Schneelage) und anschließender Après Skiparty im Eiskeller Club.  Alle Almen im Skigebiet: Steinlingalm, Gorialm, SonnenAlm sowie Bergwachthütte und Zielhäusl des WSV Aschau haben sich mit Stimmung und Musik etwas einfallen lassen."
16680,Goaßä Party,Woods Bar Bruckmühl,,03.03.2023," Was gibt‘s für einen besseren Start in den März, als mit na Goaßä für 7,50€?🤔🍺 Und für die Abwechslung zwischendurch gibt es Apfelstrudel für 2 Euro!  ‼️ Checkliste ‼️ ✅ 03.03.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16664,Caribbean Feeling,Hohenlinden,SAS Veranstaltungen,03.03.2023, Caribbean Feeling in Hohenlinden – Pflichttermin! 🥳 🎵 Feinster Sound von DJ Simon Gotz ⛺️ Großes Festzelt! ⛺️ Großer Außenbereich! 🎟️ Einlass ab 16 Jahren 🍷 WINZZ Weinschorle 🍽 Essensstanderl ☀️ Summer Feeling im Winter
16661,Starkbierfest Westerham,Stockhalle Feldkirchen-Westerh,,03.03.2023, 
16685,Après Ski Party,Lausa Bar Rosenheim,,03.03.2023," Letzte Abfahrt Kaiser 5? Vorbei an der Speckalm, über die berüchtigte rosengasse geht es mit dem letzten Einkehrschwung in die Lausa.  Es heißt anschnallen und genießen, wenn Euch @Alivemusic die besten Hits von DJ Ötzi (ja wir müssen das spielen), Mickie Krause und vielen weiteren auf die Ohren gibt.  Für Reservierungen meldet euch direkt bei Hüttenwirt Stephan Rech unter lausarosenheim@web.de"
16637,chiemgau by night – clubnight,Eiskeller Aschau,,25.02.2023," Eiskeller Aschau presents:  – chiemgau by night –  In regelmäßigen Abständen bringen unsere Keller-Residents das Beste aus House, Hiphop & Classic-Sound mit in die Schlossbergstraße 5.  turn on the lights….  25.02.2023 22 Uhr  Sound by: Martn Matyc  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club #chiemgaubynight #eiskellerclub #chiemgaudisco"
16630,Après Ski Party,Woods Bar Bruckmühl,,25.02.2023," Wenn der Berg ruft sind wir nicht weit! Auch der Anton aus den Bergen ist dabei und sorgt gemeinsam mit Helene Fischer, Tim Toupet und vielen weiteren für die einzigartige Apres Ski Stimmung!  Ihr wart davor beim Ski fahren – perfect! Wenn nicht? Auch gut! Kommt vorbei und genießt den Abend bei uns!  Special des Abends – der weiße Spritzer für nur 2,50 Euro  ‼️ Checkliste ‼️ ✅ 03.02.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16629,Crazy Woods – Wir drehen durch,Woods Bar Bruckmühl,,24.02.2023," Heute begrüßen wir euch zur zweiten Runde eines ganz besonderen Abends! Das Woods dreht durch! Ihr fragt euch sicher was das bedeuten soll – wir überlassen die Musik heute Abend ganz euch! Scannt einfach den QR Code ein, der auf den Tischen klebt und schickt euer gewünschtes Lied direkt an den DJ oder stimmt für euren Lieblingssong ab!  Wir freuen uns auf eine weitere Crazy Woods Party mit euch!  ‼️ Checkliste ‼️ ✅ 03.02.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern "
16646,Großer Haager Faschingszug,Haag,Carambas,21.02.2023, Zugaufstellung: 12:00: Uhr am Volksfestplatz Beginn: 14:00 Uhr Ende: 22:00 Uhr
16530,Faschingszug Breitbrunn,Breitbrunn,Jugendclub Breitbrunn,21.02.2023," Es ist wieder so weit🎉  Dieses Jahr am 21 Februar um 14.00 Uhr findet wieder unser legendärer Faschingszug, mit anschließendem Kehraus und Barbetrieb statt🎉🎉🎭 "
16576,Faschingsdienstag,Biberg Tuntenhausen,,21.02.2023, Faschingsdienstag – von Früh bis Spät a Gaudi Zeltbetrieb mit Musik & Barbetrieb
16474,Rosenmontagsfasching Anzing,"85646, Anzing",,20.02.2023, Beginn:19 Uhr Veranstalter: Burschenverein Anzing e.V.
16575,Rosenmontag Kesselfleischessen,Biberg Tuntenhausen,,20.02.2023, Kesselfleischessen mit Barbetrieb vom Stopselclub ab 19.00 Uhr 
16459,RoMo Burghausen,Burghausen,,20.02.2023, 
16649,RosenmontagsGaudi Seeon,Seeon,,20.02.2023, 
16515,Rosenmontag auf der Käser Alm,83122 Samerberg,Käser Alm,20.02.2023," Es geht wieder los und wir feiern wieder den Rosenmontag im gewohnter Weise mit verschiedenen Bars, DJ und dem einmaligen Ambiente der Käser Alm! Schauts vorbei!"
16555,Rosenmontagsfasching,Greimharting bei Rimsting,"Es spuid \""A Hand Voi\""",20.02.2023, 
16647,Wasserburger FaschingsZUG,Wasserburg,,19.02.2023," Wer kennt ihn nicht? Den legendären Wasserburger Faschingzug! Ab 14 Uhr wird wieder im Partyzelt am Gries gefeiert, was das Zeug hält. Pflichttermin! 🥳 🎭 Zug ab 14:00 Uhr 💥 Party ab 15:00 Uhr 🎵 Feinster Sound von DJ S.M., DJ Stocki & DJ NT ⛺️ Großes Festzelt! 🎭 Großer Außenbereich! 🍻 Bierinsel 🎭 Einlass ab 16 Jahren 🍷 WINZZ Weinschorle 🍽 Essensstanderl mit verschiedenen Schmankerl 🎭 Verkleidung erwünscht"
16628,After Faschingszug Party,Woods Bar Bruckmühl,,19.02.2023, Wir haben noch lange nicht genug! Und deshalb öffnen wir die heiligen Türen des Sprittempels auch heute für euch!  Ab 17.00 Uhr geht es bei uns auf – die After Faschingszug Party!  Wir freuen uns auf euch!  ‼️ Checkliste ‼️ ✅ 03.02.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern 
16585,Bobby-Car-Rennen,Neukirchen,SG Persdorf,19.02.2023, 
16578,Apres Ski Faschingsparty,Zaisering,Dj,18.02.2023, 
16621,Faschingsball = Schlagerball,Eiskeller Aschau,,18.02.2023,
16648,Blauchlichtparty,Babensham,Feuerwehr,18.02.2023, 
16636,Landjugendfaschingsball,Kirchenwirt Rechtmehring,„Märchenwald“ // KLJB,18.02.2023," Servus, DJ SM und DJ Brave legen unten zusammen auf und die Band spielt zeitgleich oben im Festsaal. LG"
16627,NEON NIGHT,Woods Bar Bruckmühl,,18.02.2023, Der Name ist Programm und somit ist alles gesagt! Willkommen auf der NEON Party im Woods!  Es wird futuristisch…. Specials: Pfeffi 2€  ‼️ Checkliste ‼️ ✅ 03.02.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16579,80er Jahre Fasching,Pflegerstadl Lohen be Schechen,,18.02.2023, 
16643,Höllische Nacht,Landgasthof Bruckhof,,17.02.2023, 
16615,Aprés Ski Party,Eggstätt,Hallenparty mit Pistenclientel,17.02.2023," Endlich wieder! Auffe aufn Berg und oba mid de Ski, eine in de Halle und die Hände in die Höh … #AprèsSkiParty #Hüttenturbos #URLEIWAND #WOASDEH #GEHEASD #wecallitaklassiker #Höhenrausch  Pistenfasching der Sportförderer in der Hartseehalle!  An den Plattentellern bringen DJ Jamie Rodriguezz aus Kärnten und DJ Ändersson aus Passau das Skiwachs zum schmelzen. #KabinenPartyResidents #MoasslMania ————————————————————— 90s, Austro Pop, Hüttenschlager, Kabinenhits, Fetenkracher ____________________________________  – Zum Einkehrschwung Happy Hour von 20-21 Uhr (zwoa fia oans) – Drinki Dranki Food Truck – Pistenrehlein – Gipfelschnaps – Faschingsgaudi – Garderobe – Oldiebar – Bergwachtla Bar  —————————————————————- Ausweiskontrolle : Einlass ab 16 Jahren Beginn: ab 20 Uhr  Sound by SLT Eventtechnik https://www.facebook.com/SLT-Eventtechnik-444446178981630/"
16626,Top of the Pops,Woods Bar Bruckmühl,,17.02.2023," Top oft he Pops!  Die größten Hits der letzten Jahrzehnte! Ihr habt genug vom Electrosound, dicken Beats und fettem Bass und seht euch nach einer Party bei der das Stimmungsthermometer ins unendliche steigt? Dann seid ihr diesen Freitag bei uns im Woods genau richtig!  Also zieht euch die feuerfesten Schuhe an, denn es wird durchgehend heiße Sohlen geben. Aber keine Angst, wir werden uns darum kümmern, dass das Barpersonal für Abkühlung im 7. Partyhimmel sorgt.  ‼️ Checkliste ‼️ ✅ 03.02.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16592,Atzinger Dorffasching,Vereinshaus Atzing,Förderverein Atzing,17.02.2023, 
16631,unsinnige Q-Party,Rosenheim,Q12 IGG,17.02.2023," Passend zu der Faschingszeit gibt es natürlich wieder eine Party! Am 17.02. um 21:00 Uhr findet unsere unsinnige Q-Party statt! Diesmal sehen wir uns im RIZZ (Weinstraße 12, Rosenheim) und @fabi.hky von @alivemusic_ofc wird für die richtige Stimmung sorgen! Unsere Tickets kosten wieder 5€ im Vorverkauf und Abendkasse 7€ ABER! wer von euch zur Party verkleidet kommt, der muss nur 6€ zahlen (Tickets auch über Paypal per DM an @igg.qpartys) Also Bedingung: Verkleidung  Garderobe kostet 2€! Informationen zu den Vorverkaufstagen gibt es wieder in der Story unter @igg.qpartys!  Die Party ist ab 16+ und mit Muttizettel geht es natürlich auch.  Wir freuen uns auf euch! 🎉🥳🍻"
id,eventname,location,organization,date,event_details
16642,Faschingskranzl,Rott a. Inn (Vereinsheim),Trachtenverein Rott a. Inn,17.02.2023, 
16593,Weiberkranzl,Pfarrstadl Großholzhausen,TV Großholzhausen,16.02.2023, 
16557,Weiberfasching DVI,Ismaning,,16.02.2023," Servus Mädls,  am 16 Februar 2023 findet endlich wieder unser Weiberfasching in der Hainhalle Ismaning statt.🥳 Beginn ist um 19:00 Uhr, Einlass ab 18:30 Uhr. Der Kartenvorverkauf startet am 23. Januar bei Haushaltswaren Benz in Ismaning. Eintritt 8€ inklusive Begrüßungssekt 🥂  Unser Special heuer: Knödel Toni Gang der Faschingsgesellschaft Feringa. Die Jungs werden uns sauber die Halle einheizen. 🔥  Garderobe vorhanden!  Wir freuen uns auf zahlreiche Gäste und einen tollen Abend! Euer DVI"
16497,Biberger Dirdlkranzl,83104 Biberg,,16.02.2023, Ohne Ende Saufen
16603,UDO Faschinsparty,Gasthaus Neuwirt Rettenbach,,16.02.2023, 
16543,Kranker Fasching,85435 Erding/Pretzen,Jungbauernschaft Altenerding,11.02.2023, 85435 Erding/Pretzen Hörlkofener str.14
16638,VIRAL HITS X EISKELLER,EISKELLER ASCHAU,,11.02.2023," Hot and trending straight from the internet 🪐  TikTok und Reels direkt in den Eiskeller, was fehlt? Dein Musikwunsch. $oho? Ski Aggu? RAYE? Your recommendations are welcome to hit some viral shit 🤞🏼⚡️ Your turn: Lade dein Reel mit einer Eiskeller memory vor dem 11.02.2023 hoch und wir zeigen es auf Leinwand 🫶🏼  Viral Hits gemixt mit dem neusten aus House & Hiphop – be prepared 🧨  Sound by: Raoul Tosa DJ Grec Nice  11.02.2023 22:00 UHR  Reservierungen via Direct Message oder E-Mail: reservierung@eiskeller.club  #VIRALHITS #CHIEMGAUDISCO #EISKELLERCLUB"
